,PyRadiomics/Versions/diagnostics,Numpy/Versions/diagnostics,SimpleITK/Versions/diagnostics,PyWavelet/Versions/diagnostics,Python/Versions/diagnostics,Settings/Configuration/diagnostics,EnabledImageTypes/Configuration/diagnostics,Hash/Image-original/diagnostics,Dimensionality/Image-original/diagnostics,Spacing/Image-original/diagnostics,Size/Image-original/diagnostics,Mean/Image-original/diagnostics,Minimum/Image-original/diagnostics,Maximum/Image-original/diagnostics,Hash/Mask-original/diagnostics,Spacing/Mask-original/diagnostics,Size/Mask-original/diagnostics,BoundingBox/Mask-original/diagnostics,VoxelNum/Mask-original/diagnostics,VolumeNum/Mask-original/diagnostics,CenterOfMassIndex/Mask-original/diagnostics,CenterOfMass/Mask-original/diagnostics,10Percentile/firstorder/original,90Percentile/firstorder/original,Energy/firstorder/original,Entropy/firstorder/original,InterquartileRange/firstorder/original,Kurtosis/firstorder/original,Maximum/firstorder/original,MeanAbsoluteDeviation/firstorder/original,Mean/firstorder/original,Median/firstorder/original,Minimum/firstorder/original,Range/firstorder/original,RobustMeanAbsoluteDeviation/firstorder/original,RootMeanSquared/firstorder/original,Skewness/firstorder/original,TotalEnergy/firstorder/original,Uniformity/firstorder/original,Variance/firstorder/original,Autocorrelation/glcm/original,ClusterProminence/glcm/original,ClusterShade/glcm/original,ClusterTendency/glcm/original,Contrast/glcm/original,Correlation/glcm/original,DifferenceAverage/glcm/original,DifferenceEntropy/glcm/original,DifferenceVariance/glcm/original,Id,Idm/glcm/original,Idmn/glcm/original,Idn/glcm/original,Imc1/glcm/original,Imc2/glcm/original,InverseVariance/glcm/original,JointAverage/glcm/original,JointEnergy/glcm/original,JointEntropy/glcm/original,MCC/glcm/original,MaximumProbability/glcm/original,SumAverage/glcm/original,SumEntropy/glcm/original,SumSquares/glcm/original,DependenceEntropy/gldm/original,DependenceNonUniformity/gldm/original,DependenceNonUniformityNormalized/gldm/original,DependenceVariance/gldm/original,GrayLevelNonUniformity/gldm/original,GrayLevelVariance/gldm/original,HighGrayLevelEmphasis/gldm/original,LargeDependenceEmphasis/gldm/original,LargeDependenceHighGrayLevelEmphasis/gldm/original,LargeDependenceLowGrayLevelEmphasis/gldm/original,LowGrayLevelEmphasis/gldm/original,SmallDependenceEmphasis/gldm/original,SmallDependenceHighGrayLevelEmphasis/gldm/original,SmallDependenceLowGrayLevelEmphasis/gldm/original,GrayLevelNonUniformity/glrlm/original,GrayLevelNonUniformityNormalized/glrlm/original,GrayLevelVariance/glrlm/original,HighGrayLevelRunEmphasis/glrlm/original,LongRunEmphasis/glrlm/original,LongRunHighGrayLevelEmphasis/glrlm/original,LongRunLowGrayLevelEmphasis/glrlm/original,LowGrayLevelRunEmphasis/glrlm/original,RunEntropy/glrlm/original,RunLengthNonUniformity/glrlm/original,RunLengthNonUniformityNormalized/glrlm/original,RunPercentage/glrlm/original,RunVariance/glrlm/original,ShortRunEmphasis/glrlm/original,ShortRunHighGrayLevelEmphasis/glrlm/original,ShortRunLowGrayLevelEmphasis/glrlm/original,GrayLevelNonUniformity/glszm/original,GrayLevelNonUniformityNormalized/glszm/original,GrayLevelVariance/glszm/original,HighGrayLevelZoneEmphasis/glszm/original,LargeAreaEmphasis/glszm/original,LargeAreaHighGrayLevelEmphasis/glszm/original,LargeAreaLowGrayLevelEmphasis/glszm/original,LowGrayLevelZoneEmphasis/glszm/original,SizeZoneNonUniformity/glszm/original,SizeZoneNonUniformityNormalized/glszm/original,SmallAreaEmphasis/glszm/original,SmallAreaHighGrayLevelEmphasis/glszm/original,SmallAreaLowGrayLevelEmphasis/glszm/original,ZoneEntropy/glszm/original,ZonePercentage/glszm/original,ZoneVariance/glszm/original,Busyness/ngtdm/original,Coarseness/ngtdm/original,Complexity/ngtdm/original,Contrast/ngtdm/original,Strength/ngtdm/original
Segmentation_segment_Segment_1,v3.1.0.post2+g146e3bd,1.26.4,2.4.0rc2.dev213,1.6.0,3.9.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}",{'Original': {}},3e587851e8ef877f2c908c255c61deb5c31de575,3D,"(0.44921875000000017, 0.44921875000000033, 0.8999999853280932)","(512, 512, 208)",31.135625472435585,0.0,338.0,be54671fb60d193533e29d7e01d1210e58066bac,"(0.44921875000000017, 0.44921875000000033, 0.8999999853280932)","(512, 512, 208)","(136, 111, 132, 133, 158, 1)",16577,1,"(202.80756469807565, 190.52132472703144, 132.0)","(-16.930978018287718, -19.42736519758037, 18.471281842195168)",104.0,213.0,389597657.0,2.5580882321738225,65.0,2.5047823694215037,248.0,35.48852006275514,147.4560535681969,135.0,0.0,248.0,27.572990208223754,153.30460463959955,0.40643248726366155,70757843.57981181,0.2055200733338617,1759.0140697969734,44.115640091830514,300.45998845633295,17.75210687772603,11.190076822783073,0.2137746725456222,0.962479293807059,0.20087203869178175,0.7448388421880763,0.1723489180995339,0.9016454956375821,0.9008542440394932,0.9978916474064887,0.9818356888277213,-0.6543489446451286,0.9816199519958009,0.19023318288458174,6.432072814586015,0.1486984977608161,3.42744851929745,0.9698022216982052,0.30234596577907485,12.86414562917203,3.1976234310180027,2.8509628738321733,4.843312820656498,4409.1479157869335,0.2659798465215017,3.666655394100129,3406.9062556554263,2.8874532800910595,44.15937745068469,57.9431139530675,2535.046992821379,1.7846921324765788,0.032914174678895666,0.02962134051415816,1.2400346015474821,0.0013766378235548977,555.0772313576692,0.16415008514382645,3.163550837988366,44.87779480472371,69.17941520208485,2773.5933421155464,2.2271589147461603,0.03946954240492062,6.086821125266998,539.5385706188575,0.1553504722500399,0.20409302045002115,43.43245281012761,0.35532024069202267,15.223471388982158,0.017919506149024773,30.117117117117118,0.13566268971674378,4.679977274571868,34.387387387387385,136497.25675675675,5521653.054054054,4079.467052674131,0.0706161908790877,21.873873873873872,0.09853096339582826,0.28712678638305433,7.86257179213744,0.026302571470162447,6.423851889705729,0.013392049224829583,130921.47295268242,7.425188894946142,0.0020748936742047237,7.246700634837182,0.010718528185504887,0.08661172239362372
